1.281035999999999930e+01 7.310366999999999560e-02 1.403917999999999999e+01 1.266504799219783273e+01 1.285935999999999968e+00 8.350890502318449871e-01 1.000000000000000000e+00
1.297030999999999956e+01 3.495862000000000136e-01 1.414960999999999913e+01 1.261059978833793238e+01 1.283171000000000062e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.299250999999999934e+01 4.140484999999999860e-01 1.413513999999999982e+01 1.278181538373013204e+01 1.125502999999999920e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.291333999999999982e+01 2.981231999999999771e-01 1.410678000000000054e+01 1.268801204320989839e+01 1.154973999999999945e+00 9.602728294374369700e-01 1.000000000000000000e+00
1.280334000000000039e+01 1.199833000000000011e-01 1.404726999999999926e+01 1.237306284383439525e+01 1.309727000000000086e+00 8.043987096516513891e-01 1.000000000000000000e+00
1.299745000000000061e+01 4.441138000000000030e-01 1.411668000000000056e+01 1.238690528135878210e+01 1.316483999999999988e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.295501999999999931e+01 3.865149999999999975e-01 1.408977999999999930e+01 1.272520076582810589e+01 1.211584999999999912e+00 9.783332837565115181e-01 1.000000000000000000e+00
1.286580000000000013e+01 3.004179000000000155e-01 1.404959000000000024e+01 1.253937011282403802e+01 1.277296999999999905e+00 8.444603909849045520e-01 1.000000000000000000e+00
1.294945000000000057e+01 3.521545999999999843e-01 1.414757999999999960e+01 1.237750181641025193e+01 1.209845999999999977e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.295297000000000054e+01 3.594010999999999734e-01 1.412697000000000003e+01 1.254256163537873370e+01 1.314607999999999999e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.282779000000000025e+01 1.657318999999999876e-01 1.402096000000000053e+01 1.261775196249167408e+01 1.310318000000000094e+00 8.394765498177098051e-01 1.000000000000000000e+00
1.288663999999999987e+01 2.216822999999999988e-01 1.409843000000000046e+01 1.253294165992888232e+01 1.263768000000000002e+00 9.527713484842820213e-01 1.000000000000000000e+00
1.285904999999999987e+01 2.732550999999999730e-01 1.401956999999999987e+01 1.279457288402292470e+01 1.255602000000000107e+00 8.525935886955074983e-01 1.000000000000000000e+00
1.287457000000000029e+01 2.704077999999999760e-01 1.405152999999999963e+01 1.274751882153325155e+01 1.254947999999999952e+00 8.917615063752853954e-01 1.000000000000000000e+00
1.292557000000000045e+01 3.434443999999999830e-01 1.409112000000000009e+01 1.233003594947758863e+01 1.292200000000000015e+00 9.448472458435513976e-01 1.000000000000000000e+00
1.299573000000000000e+01 4.015033000000000074e-01 1.417989000000000033e+01 1.262951164064730847e+01 1.157815999999999956e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.280147999999999975e+01 1.435298999999999880e-01 1.402749000000000024e+01 1.249559719899927757e+01 1.253659999999999997e+00 7.889675760459006204e-01 1.000000000000000000e+00
1.292840999999999951e+01 3.248254999999999892e-01 1.413664999999999949e+01 1.266443444343805425e+01 1.114055999999999935e+00 9.746564559519611537e-01 1.000000000000000000e+00
1.288808000000000042e+01 2.587190999999999796e-01 1.409459999999999980e+01 1.262655335293723624e+01 1.190725999999999951e+00 9.287294225184357099e-01 1.000000000000000000e+00
1.294347999999999921e+01 3.494488000000000039e-01 1.410490000000000066e+01 1.261971594218294079e+01 1.279708000000000068e+00 9.929967479368753125e-01 1.000000000000000000e+00
1.288081999999999994e+01 2.869300000000000184e-01 1.407485999999999926e+01 1.262359295603835285e+01 1.221314999999999928e+00 8.906654373213643838e-01 1.000000000000000000e+00
1.291644999999999932e+01 3.427658000000000094e-01 1.406168000000000085e+01 1.286107488030767598e+01 1.169839999999999991e+00 9.306217785817493260e-01 1.000000000000000000e+00
1.286262999999999934e+01 1.310916000000000026e-01 1.411037999999999926e+01 1.264276433695294699e+01 1.227586000000000066e+00 9.445646102087539298e-01 1.000000000000000000e+00
1.283031000000000077e+01 2.129736000000000129e-01 1.402931000000000061e+01 1.262940465539120893e+01 1.219325999999999910e+00 8.203127744930603926e-01 1.000000000000000000e+00
1.289996999999999971e+01 2.692421999999999871e-01 1.409773000000000032e+01 1.268870039745581124e+01 1.221465000000000023e+00 9.550612600016714637e-01 1.000000000000000000e+00
1.287190000000000012e+01 2.535529999999999728e-01 1.410468999999999973e+01 1.236121119367071941e+01 1.232142999999999988e+00 8.932647037487125852e-01 1.000000000000000000e+00
1.297685000000000066e+01 4.246806000000000192e-01 1.411044000000000054e+01 1.263909279303196698e+01 1.247986999999999957e+00 9.912159114092516932e-01 1.000000000000000000e+00
1.293796999999999997e+01 3.338770999999999822e-01 1.413315000000000055e+01 1.248942499965018449e+01 1.307218999999999909e+00 9.994931330324172691e-01 1.000000000000000000e+00
